student_id,age,gender,platform_usage,social_interaction_level
1092,13,male,Both,low
1093,14,female,Instagram,high
1094,19,male,Instagram,medium
1095,17,male,Both,high
1096,16,male,Instagram,high
1097,13,male,TikTok,low
1098,16,female,Both,low
1099,14,female,Both,high
1100,15,female,Instagram,medium
1101,15,female,TikTok,low
1102,17,male,Instagram,high
1103,16,female,TikTok,low
1104,17,male,TikTok,low
1105,13,male,Instagram,high
1106,19,female,TikTok,high
1107,15,female,Instagram,high
1108,14,female,TikTok,low
1109,13,female,Instagram,low
1110,19,male,TikTok,medium
1111,13,female,Both,low
1112,19,female,Both,high
1113,14,male,Instagram,low
1114,13,female,TikTok,low
1115,18,male,Both,medium
1116,13,female,Both,medium
1117,16,male,TikTok,high
1118,18,female,Both,medium
1119,16,male,Instagram,high
1120,18,male,Both,low
1121,16,male,TikTok,medium
1122,18,female,TikTok,low
1123,18,female,Both,high
1124,18,female,Instagram,high
1125,17,male,Both,high
1126,14,female,Instagram,high
1127,17,male,TikTok,high
1128,13,male,Both,medium
1129,16,male,Both,low
1130,19,male,TikTok,low
1131,13,female,Both,high
1132,14,male,Both,low
1133,18,female,Instagram,medium
1134,15,female,Instagram,medium
1135,18,female,Both,medium
1136,14,female,Both,low
1137,15,male,Both,medium
1138,14,male,Both,low
1139,14,female,TikTok,low
1140,15,female,Instagram,high
1141,14,female,TikTok,low
1142,15,female,Instagram,low
1143,19,female,TikTok,high
1144,17,male,Both,low
1145,13,female,TikTok,high
1146,18,female,TikTok,medium
1147,19,female,TikTok,low
1148,19,male,Instagram,high
1149,13,female,Both,low
1150,15,male,Both,low
1151,14,female,Both,medium
1152,17,female,Instagram,medium
1153,15,female,TikTok,low
1154,15,female,TikTok,high
1155,17,male,TikTok,high
1156,13,female,Both,low
1157,15,female,TikTok,low
1158,13,female,TikTok,low
1159,16,male,TikTok,medium
1160,19,female,Instagram,medium
1161,13,female,Both,low
1162,13,female,TikTok,medium
1163,16,female,Both,low
1164,19,male,Instagram,high
1165,15,female,TikTok,low
1166,18,female,Both,medium
1167,17,female,Both,high
1168,13,male,TikTok,high
1169,16,male,TikTok,medium
1170,18,male,Instagram,high
1171,16,male,TikTok,high
1172,14,female,TikTok,high
1173,18,female,Both,low
1174,17,male,TikTok,medium
1175,13,male,Both,low
1176,17,female,Both,medium
1177,13,male,Instagram,medium
1178,15,male,TikTok,medium
1179,19,female,Instagram,high
1180,16,male,TikTok,medium
1181,13,female,Instagram,medium
1182,18,male,Instagram,medium
1183,15,male,TikTok,high
1184,19,female,Both,medium
1185,19,male,Both,medium
1186,19,male,TikTok,high
1187,18,male,Both,low
1188,18,male,Instagram,medium
1189,17,female,Instagram,high
1190,14,female,TikTok,low
1191,17,female,Instagram,high
1192,19,male,TikTok,medium
1193,13,male,TikTok,high
1194,13,female,Instagram,medium
1195,17,male,Both,medium
1196,18,female,Instagram,low
1197,16,male,Both,high
1198,14,female,Both,high
1199,15,male,Both,high
1200,16,female,TikTok,medium
