student_id,daily_social_media_hours,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,stress_level,anxiety_level,addiction_level,depression_label
463,7.9,6.0,2.7,2.85,0.3,9,10,3,0
464,6.9,8.5,1.5,3.55,1.3,5,6,1,0
465,5.8,4.1,2.9,2.33,0.4,9,6,8,0
466,7.0,8.3,2.1,3.09,1.5,9,7,3,0
467,3.0,8.3,2.7,3.9,0.7,3,1,5,0
468,6.3,7.9,1.7,2.85,0.3,1,1,2,0
469,5.5,4.9,2.6,3.64,0.8,6,8,3,0
470,2.2,7.5,2.2,2.95,1.6,9,7,4,0
471,1.4,4.5,1.4,3.17,1.7,9,10,9,0
472,4.5,4.4,1.9,2.26,0.0,7,8,10,0
473,6.1,5.7,2.0,3.9,1.0,8,4,6,0
474,3.3,5.7,2.0,3.71,0.1,6,6,8,0
475,5.2,5.6,1.1,2.88,0.1,4,8,7,0
476,5.0,5.8,1.3,2.12,0.1,1,9,2,0
477,1.8,5.9,1.9,2.89,0.6,8,8,5,0
478,2.3,4.5,0.7,2.71,0.2,6,3,7,0
479,2.7,6.3,0.6,3.88,0.3,6,6,6,0
480,7.4,7.5,1.7,3.16,1.8,2,3,2,0
481,6.2,4.6,1.1,2.94,1.8,4,2,3,0
482,2.3,8.8,1.0,2.51,2.0,6,10,10,0
483,1.8,5.2,1.4,2.68,0.1,6,2,10,0
484,1.3,4.9,2.6,2.89,0.2,2,5,2,0
485,2.1,4.4,2.1,3.43,1.9,6,6,7,0
486,3.9,7.7,1.4,2.86,1.7,3,5,1,0
487,3.8,4.5,1.3,3.06,0.3,7,8,1,0
488,6.4,7.8,0.7,2.6,0.7,4,4,2,0
489,3.2,6.2,2.6,3.72,1.9,9,5,7,0
490,4.4,8.2,1.5,3.98,1.4,9,6,6,0
491,1.3,7.5,1.3,2.99,1.4,1,5,2,0
492,5.7,6.2,0.5,3.98,1.7,7,6,3,0
493,4.0,5.0,2.9,3.84,0.1,7,8,10,0
494,4.8,6.7,1.4,2.44,0.3,1,3,1,0
495,5.8,7.5,1.9,2.08,0.1,2,1,3,0
496,5.8,8.9,1.1,2.08,1.9,8,5,9,0
497,3.2,5.1,1.6,2.87,1.8,4,9,8,0
498,5.2,4.0,2.4,2.35,1.6,10,5,2,0
499,2.4,6.0,0.7,3.67,1.5,7,9,2,0
500,7.4,5.9,2.6,2.89,1.9,7,3,8,0
501,7.1,4.8,2.1,2.51,0.9,1,1,10,0
502,6.5,7.4,1.9,2.22,1.1,10,10,2,0
503,7.4,7.0,1.8,2.17,1.4,9,10,5,0
504,3.9,6.4,1.7,2.87,1.8,6,6,6,0
505,4.6,8.6,2.0,3.01,0.0,1,8,3,0
506,1.5,6.7,1.0,3.9,0.4,4,3,3,0
507,5.8,7.1,1.1,3.72,1.5,9,6,6,0
508,6.4,4.9,2.1,2.78,1.0,2,2,6,0
509,2.1,8.2,2.4,3.25,0.1,1,1,8,0
510,2.2,6.5,3.0,2.49,0.2,5,8,4,0
511,5.5,7.4,2.9,3.54,1.1,8,4,10,0
512,6.6,7.4,2.2,2.63,0.6,7,4,9,0
513,5.2,6.6,1.6,2.36,1.4,2,6,10,0
514,4.7,5.1,2.0,2.35,1.8,8,9,1,0
515,7.1,6.3,2.2,3.88,0.8,10,4,9,0
516,4.2,8.1,1.4,2.66,1.9,9,4,2,0
517,1.3,5.1,2.2,3.44,0.6,7,8,6,0
518,2.6,7.8,1.9,3.15,0.4,8,3,2,0
519,6.2,8.1,2.3,3.46,1.3,5,4,9,0
520,6.2,5.1,1.5,3.85,0.2,3,4,10,0
521,4.8,8.5,2.8,3.77,1.3,5,4,3,0
522,3.0,4.6,2.0,2.24,1.5,10,2,5,0
523,4.7,8.2,2.7,3.04,0.3,1,3,4,0
524,4.4,5.1,1.4,2.33,0.6,2,7,4,0
525,2.3,7.3,2.3,2.8,1.5,4,6,5,0
526,3.1,6.9,1.9,2.2,1.2,3,4,2,0
527,2.9,7.5,0.6,2.25,1.0,4,7,4,0
528,1.8,4.4,0.6,3.48,1.7,3,1,10,0
529,2.0,4.7,1.3,3.55,1.3,2,6,5,0
530,4.2,7.9,2.7,3.76,0.1,10,7,2,0
531,6.7,7.9,1.4,3.91,0.4,3,3,1,0
532,2.2,7.2,0.5,2.38,1.2,10,4,8,0
533,1.1,6.8,0.6,2.28,1.6,9,3,7,0
534,6.4,5.9,2.8,3.81,1.3,1,3,7,0
535,2.8,5.9,1.5,2.85,0.6,10,9,4,0
536,2.2,5.8,2.0,3.63,1.9,4,4,10,0
537,5.7,4.8,2.2,3.66,0.9,3,7,5,0
538,5.3,7.3,1.9,2.51,1.4,10,4,2,0
539,3.1,8.8,1.5,3.91,0.6,4,9,6,0
540,1.7,4.9,0.6,3.38,1.1,10,4,6,0
541,6.7,7.3,2.8,2.26,1.4,7,6,8,0
542,7.8,7.4,1.7,2.76,1.1,10,1,4,0
543,2.1,6.7,0.9,3.73,0.7,3,5,7,0
544,5.1,8.6,1.9,3.33,1.1,1,7,8,0
545,3.6,5.4,0.9,3.45,0.5,1,10,2,0
546,5.0,7.6,2.0,3.94,0.5,4,3,3,0
547,1.7,8.6,0.9,2.36,1.7,9,1,3,0
548,6.8,4.7,0.6,3.4,0.9,3,9,7,0
549,3.8,7.5,0.5,2.18,1.0,5,2,2,0
550,2.1,7.7,1.1,2.27,1.1,3,2,4,0
551,3.2,4.0,2.0,3.25,0.7,8,4,8,0
552,1.9,5.6,2.3,2.8,1.9,8,1,8,0
553,3.5,6.8,1.5,2.35,1.8,7,3,2,0
554,4.5,7.7,0.9,2.61,1.1,9,10,4,0
555,6.0,5.0,2.5,2.55,1.8,4,9,2,0
556,3.6,4.8,2.2,3.58,1.2,4,4,7,0
557,5.2,6.9,2.3,2.09,0.2,6,4,8,0
558,2.7,6.9,1.4,2.87,1.5,2,6,3,0
559,2.8,7.1,1.4,3.85,0.4,7,9,8,0
560,5.6,7.0,1.9,2.58,0.4,5,7,3,0
561,2.7,7.2,0.6,3.98,1.7,6,1,5,0
562,4.2,7.0,1.1,2.12,0.9,4,8,1,0
563,5.1,8.2,2.8,2.18,0.5,8,8,8,0
564,5.7,6.1,0.7,3.08,0.6,5,9,7,0
565,1.5,7.9,1.8,2.85,1.1,5,7,1,0
566,6.9,8.3,2.4,3.34,1.2,2,4,9,0
567,4.7,7.9,2.9,2.54,0.7,5,8,7,0
568,2.7,8.5,0.8,2.91,1.3,6,3,1,0
569,6.1,6.4,2.8,2.51,1.9,6,1,9,0
570,5.0,7.3,1.9,3.83,0.4,8,9,9,0
571,5.3,6.8,1.9,3.39,1.6,10,6,8,0
572,7.2,6.6,2.9,2.74,0.3,1,10,9,0
573,2.3,5.7,2.8,2.79,1.9,4,1,4,0
574,7.3,7.8,1.1,2.03,1.1,3,10,6,0
575,1.5,8.0,0.7,2.18,0.6,4,7,5,0
576,2.2,6.5,1.9,3.79,0.2,1,6,2,0
577,5.5,6.7,1.6,3.09,1.7,10,1,6,0
578,2.1,5.2,2.5,3.1,0.3,9,9,3,0
579,4.5,5.4,1.2,3.76,1.7,1,8,7,0
580,3.9,5.8,0.7,2.77,1.3,10,3,1,0
581,5.8,5.1,2.6,2.06,1.5,7,5,2,0
582,7.2,4.2,2.5,2.65,1.6,10,9,3,1
583,2.9,7.5,1.4,3.42,1.7,5,6,3,0
584,6.2,7.4,0.6,3.38,1.5,4,7,9,0
585,1.1,4.9,2.6,2.43,1.3,9,7,6,0
586,5.2,4.3,1.3,2.29,1.3,10,8,10,1
587,5.0,7.6,1.8,2.52,1.4,1,4,3,0
588,2.3,8.7,1.2,3.25,1.5,9,9,1,0
589,5.2,5.6,1.5,3.13,0.1,7,9,4,1
590,3.5,8.7,1.4,3.5,1.3,9,4,5,0
591,3.5,4.2,1.5,3.98,0.4,1,7,2,0
592,7.7,4.2,2.6,2.2,1.8,8,9,4,1
593,2.0,8.6,2.2,3.53,1.9,2,5,8,0
594,5.1,4.5,2.7,2.54,1.4,2,3,10,0
595,2.0,7.9,2.4,2.81,1.9,10,6,6,0
596,4.7,8.4,1.9,3.9,1.0,4,10,6,0
597,6.9,6.1,2.4,3.77,1.1,9,4,9,0
598,5.9,4.4,2.7,2.09,1.8,1,6,6,0
599,2.7,6.3,1.3,3.91,1.2,7,5,7,0
600,7.9,8.0,1.6,3.47,1.5,3,5,6,0
601,7.4,5.5,1.8,2.13,0.3,7,9,9,1
602,2.3,4.9,1.7,2.07,0.3,3,7,7,0
603,7.1,5.7,2.1,3.52,1.7,1,1,3,0
604,6.9,6.8,1.1,3.33,1.0,7,9,4,0
605,5.6,7.9,2.0,3.91,0.6,7,3,10,0
606,5.2,8.1,2.1,2.67,1.7,9,10,10,0
607,4.5,4.9,0.5,3.44,1.2,5,3,1,0
608,3.6,4.0,1.4,3.83,0.5,1,5,2,0
609,7.2,5.0,2.2,2.5,0.7,6,9,2,0
610,6.4,8.6,2.3,2.57,1.3,9,10,5,0
611,7.1,6.5,0.7,3.94,0.2,4,7,1,0
612,1.2,4.1,1.1,3.04,1.6,1,3,6,0
613,6.6,8.8,0.9,3.84,0.3,10,10,6,0
614,6.5,6.4,1.1,3.71,1.2,8,9,8,0
615,2.0,4.4,0.7,2.68,0.8,1,4,10,0
616,2.5,5.3,0.8,3.12,0.4,3,5,3,0
617,2.1,8.8,2.3,2.22,1.2,5,5,3,0
618,7.1,8.8,1.8,3.99,0.8,6,10,8,0
619,6.8,4.4,2.1,3.69,0.4,3,2,8,0
620,5.2,5.4,0.8,2.39,2.0,8,3,10,0
621,7.0,4.5,2.3,3.26,1.7,9,10,3,1
622,6.8,8.4,2.0,2.6,1.5,7,2,2,0
623,3.8,5.3,1.5,2.04,1.5,5,10,5,0
624,2.9,7.2,2.0,3.96,1.5,9,10,4,0
625,3.6,6.6,0.7,2.25,1.9,4,1,8,0
626,4.0,8.3,0.6,3.71,0.1,2,6,1,0
627,7.5,4.7,2.1,2.55,0.1,3,9,1,0
628,6.0,8.7,1.5,3.76,0.1,2,5,4,0
629,3.6,6.1,2.8,3.8,0.1,2,1,7,0
630,4.7,8.2,1.2,2.83,1.2,5,9,9,0
631,2.0,6.6,0.9,3.34,1.5,5,9,4,0
632,7.8,7.2,1.3,3.31,0.8,9,2,4,0
633,5.9,7.4,0.7,3.27,1.7,1,9,9,0
634,7.7,8.4,2.8,3.43,0.2,7,6,6,0
635,2.2,5.4,1.2,2.33,0.8,10,3,4,0
636,7.7,7.6,2.9,3.81,0.5,10,3,6,0
637,3.2,6.0,1.5,3.36,1.5,9,7,10,0
638,2.0,7.8,0.5,2.81,1.4,10,2,4,0
639,6.2,5.2,1.0,3.94,1.4,5,2,7,0
640,2.4,8.7,1.6,2.4,0.1,2,9,7,0
641,3.4,8.0,1.0,2.31,1.0,4,7,6,0
642,6.0,4.2,0.9,2.41,0.8,7,9,9,1
643,5.3,5.6,2.5,2.73,1.3,7,10,4,1
644,5.5,6.3,0.8,2.59,1.6,6,8,7,0
645,3.6,6.1,2.8,2.39,0.6,6,8,5,0
646,3.7,6.3,1.3,2.7,1.1,2,6,9,0
647,7.4,7.4,0.9,3.7,1.3,10,6,2,0
648,5.3,6.0,1.0,2.92,0.7,3,8,5,0
649,4.8,5.5,1.8,2.9,0.6,6,2,5,0
650,3.4,4.5,0.5,3.71,1.0,1,10,1,0
651,7.0,8.9,0.6,3.67,0.2,9,2,4,0
652,5.4,7.2,1.2,3.32,1.3,7,8,1,0
653,5.3,6.4,2.9,2.42,1.1,3,8,3,0
654,1.8,5.1,2.7,3.47,0.2,8,4,6,0
655,4.5,6.2,2.8,2.74,0.1,2,3,5,0
656,5.4,7.1,2.5,2.68,1.6,3,5,7,0
657,3.6,8.6,0.7,2.42,0.2,2,6,8,0
658,5.7,8.9,0.7,2.17,1.3,10,4,3,0
659,5.5,7.3,2.5,3.67,0.5,4,3,6,0
660,5.3,4.7,1.1,3.68,1.8,10,8,10,1
661,2.7,5.4,1.6,2.34,0.3,2,6,8,0
662,6.4,5.6,0.8,4.0,1.9,5,1,3,0
663,5.0,6.3,3.0,3.72,1.6,5,10,3,0
664,2.5,4.6,1.6,3.22,0.9,6,4,3,0
665,2.2,4.5,2.0,2.49,0.8,1,7,6,0
666,4.1,5.5,1.9,2.65,1.5,5,7,9,0
667,2.8,7.4,2.0,3.4,1.6,4,1,1,0
668,1.1,8.2,2.7,2.84,0.2,2,4,1,0
669,7.0,5.7,1.6,3.45,1.2,7,1,10,0
670,2.6,7.9,2.3,2.43,0.1,5,1,6,0
671,2.6,6.1,1.4,2.11,0.4,7,5,10,0
672,3.4,4.6,2.0,2.27,1.9,7,10,6,0
673,7.9,5.7,1.6,3.67,0.6,4,3,4,0
674,5.1,5.3,2.6,2.95,1.2,2,6,10,0
675,2.8,6.4,1.4,2.38,1.4,4,8,10,0
676,3.4,4.3,0.7,2.17,0.7,3,1,4,0
677,6.3,6.9,1.0,3.22,0.8,4,6,1,0
678,1.1,4.6,2.5,3.93,0.3,10,6,2,0
679,3.8,7.1,2.5,3.81,0.9,6,9,4,0
680,2.1,4.1,1.6,2.12,1.8,10,9,6,0
681,6.2,6.1,2.4,3.05,1.8,3,6,8,0
682,6.8,8.4,2.1,3.15,2.0,4,10,1,0
683,5.2,5.5,1.6,3.08,0.5,3,8,1,0
684,3.7,4.0,0.9,3.0,1.4,1,8,10,0
685,2.4,7.5,1.8,2.35,1.4,3,8,6,0
686,2.1,5.8,2.7,3.83,1.9,4,6,6,0
687,2.6,4.2,0.7,3.02,1.6,7,4,7,0
688,6.5,6.0,1.5,2.12,1.7,8,5,7,0
689,3.4,5.3,1.8,3.33,0.3,9,2,4,0
690,1.7,4.3,1.4,3.27,1.2,10,4,10,0
691,5.6,4.4,2.9,3.19,0.9,6,3,4,0
692,8.0,5.7,1.3,3.54,0.1,9,7,5,1
693,5.7,8.4,1.3,2.48,0.9,5,2,4,0
694,4.0,5.4,2.7,2.88,1.2,4,10,1,0
695,3.5,5.3,1.7,2.2,0.8,6,10,8,0
696,4.2,5.5,1.3,3.49,0.5,2,5,2,0
697,3.9,7.4,2.5,3.74,0.3,5,8,3,0
698,6.7,4.3,0.6,3.76,0.0,2,1,7,0
699,6.7,4.3,1.8,3.69,0.7,2,8,7,0
700,3.4,5.6,1.7,3.38,0.3,9,3,1,0
701,5.0,4.3,0.7,3.68,1.2,6,2,4,0
702,3.8,5.9,1.0,2.22,0.6,9,10,9,0
703,7.3,7.3,2.8,2.46,0.3,2,7,5,0
704,7.2,5.0,1.4,3.65,1.1,8,8,4,1
705,3.1,4.2,2.1,3.21,1.1,8,2,10,0
706,8.0,4.4,0.7,2.62,1.6,6,7,2,0
707,4.3,7.5,1.1,2.06,1.8,5,7,2,0
708,4.0,5.1,1.1,3.98,1.3,5,4,9,0
709,6.9,5.6,1.4,2.09,0.7,9,5,9,0
710,7.0,4.4,0.9,3.67,0.4,5,3,6,0
711,6.2,8.6,1.8,2.19,0.7,8,4,7,0
712,7.7,8.0,1.3,3.78,1.1,1,6,5,0
713,5.1,6.3,2.3,2.55,2.0,6,9,7,0
714,1.0,8.5,2.0,3.77,1.9,4,1,7,0
715,1.1,4.6,1.8,2.35,1.1,10,6,6,0
716,7.0,4.9,1.2,3.61,0.2,2,3,5,0
717,2.7,7.8,1.8,3.9,1.4,5,8,9,0
718,2.5,4.2,1.4,3.9,0.7,5,2,3,0
719,2.3,4.3,0.9,3.27,0.1,5,9,10,0
720,2.7,6.6,1.6,3.36,1.6,3,1,2,0
721,3.2,5.4,2.6,3.18,0.9,9,1,7,0
722,3.8,5.3,2.3,3.42,0.4,4,8,2,0
723,4.1,5.4,2.4,2.71,1.3,9,5,10,0
724,2.3,6.6,1.4,3.74,1.5,6,10,1,0
725,8.0,4.7,0.6,3.01,1.8,2,9,10,0
726,2.9,6.4,0.7,3.41,1.6,3,10,7,0
727,4.4,5.0,2.8,2.69,0.4,3,8,8,0
728,3.1,6.8,2.0,3.77,1.4,1,3,4,0
729,7.9,7.5,2.0,2.77,0.9,10,4,4,0
730,1.2,7.0,2.2,3.83,0.8,6,10,5,0
731,4.0,7.4,2.7,3.41,1.4,9,4,7,0
732,1.0,7.1,0.8,2.47,1.9,4,2,4,0
733,7.9,5.7,2.4,3.59,1.9,1,9,9,0
734,6.2,4.4,0.7,3.45,0.5,9,10,3,1
735,2.5,5.4,2.3,3.43,0.5,9,1,2,0
736,4.7,8.2,2.6,3.05,1.0,4,7,2,0
737,6.3,6.5,1.0,2.52,0.4,1,10,6,0
738,7.5,5.4,2.3,3.44,0.4,7,9,7,1
739,2.0,8.4,1.5,2.83,1.2,9,4,5,0
740,6.3,8.4,1.6,2.03,1.5,5,3,9,0
741,6.6,8.9,2.0,3.44,1.7,10,9,3,0
742,3.6,5.6,1.7,3.57,1.5,10,4,3,0
743,3.2,4.6,2.5,2.62,1.8,9,5,1,0
744,3.1,6.4,1.6,3.69,0.9,1,2,1,0
745,6.7,8.8,1.9,2.55,1.0,5,8,3,0
746,6.6,8.2,0.7,2.88,0.8,1,7,7,0
747,7.0,4.5,1.6,2.83,0.4,8,1,7,0
748,4.8,5.1,2.1,2.49,1.6,4,9,1,0
749,5.8,6.3,1.1,3.09,0.9,8,4,9,0
750,6.0,6.3,2.8,3.98,2.0,2,6,2,0
751,4.0,5.2,1.8,3.3,0.7,10,5,1,0
752,5.8,4.8,2.6,2.08,0.8,6,4,9,0
753,5.2,7.6,1.3,3.89,1.5,4,5,8,0
754,2.9,6.7,1.5,3.62,0.8,10,6,4,0
755,7.5,7.5,1.4,3.14,2.0,2,9,2,0
756,5.8,6.1,1.2,3.81,1.8,6,10,6,0
757,7.6,5.8,1.9,3.49,1.7,10,1,3,0
758,1.3,7.6,0.6,3.46,1.9,1,1,4,0
759,3.7,5.7,1.3,3.24,0.2,4,9,10,0
760,3.6,4.7,2.5,2.73,1.2,9,7,6,0
761,6.4,6.9,2.9,2.48,0.9,8,4,8,0
762,6.0,4.8,2.6,2.74,1.6,6,10,8,0
763,1.3,7.7,1.9,2.27,1.5,7,2,2,0
764,3.7,7.0,1.4,2.05,0.4,10,9,5,0
765,8.0,4.3,0.8,3.44,0.8,3,4,4,0
766,4.1,7.5,2.7,2.66,1.6,5,10,5,0
767,3.9,8.7,1.5,2.71,0.7,7,1,4,0
768,6.4,5.9,1.6,3.97,1.0,10,2,6,0
769,1.3,6.5,2.1,3.68,1.1,7,1,9,0
770,5.0,6.6,1.8,3.87,1.2,3,4,2,0
771,5.5,5.2,1.4,3.24,0.9,10,5,7,0
772,7.6,7.9,3.0,2.54,1.2,8,8,1,0
773,6.3,5.7,2.3,2.16,1.9,6,3,6,0
774,2.0,5.9,2.9,3.52,1.1,8,6,10,0
775,4.0,4.5,1.9,3.22,0.2,4,5,3,0
776,4.9,5.5,1.6,2.85,0.4,8,1,8,0
777,6.9,8.0,1.6,2.64,0.1,3,3,3,0
778,5.4,4.2,1.8,2.15,0.3,1,10,5,0
779,3.8,8.9,2.5,2.29,0.6,9,9,7,0
780,7.8,6.8,0.6,3.2,1.7,1,7,5,0
781,3.5,8.8,1.8,3.5,0.8,3,6,3,0
782,5.4,7.3,2.0,3.98,0.9,6,6,1,0
783,3.8,5.7,2.0,3.01,1.0,1,3,1,0
784,8.0,6.9,2.2,2.36,1.6,4,2,8,0
785,3.7,5.7,1.7,2.88,0.2,9,10,3,0
786,5.0,6.3,2.9,2.04,0.5,5,2,2,0
787,4.2,7.1,2.5,3.91,1.5,6,8,9,0
788,4.6,8.2,1.5,2.13,1.0,3,2,2,0
789,5.5,5.0,0.9,2.93,1.1,4,10,10,0
790,1.8,4.5,2.8,3.22,1.6,5,3,10,0
791,6.6,6.2,1.8,2.36,1.7,4,1,8,0
792,4.4,5.3,0.9,3.75,0.5,10,5,5,0
793,4.7,4.4,2.1,3.92,0.9,10,1,4,0
794,7.1,5.7,0.6,2.9,1.7,3,1,6,0
795,4.0,8.5,1.0,2.16,0.1,1,7,5,0
796,5.5,5.3,2.6,3.09,2.0,8,6,3,0
797,5.6,6.5,1.4,3.19,0.0,9,9,7,0
798,3.7,7.1,1.7,2.5,1.8,10,4,5,0
799,1.8,7.4,2.3,3.76,0.8,9,5,8,0
800,7.6,4.2,2.8,3.87,0.7,10,2,9,0
801,5.7,8.0,2.5,3.4,0.1,5,2,1,0
802,6.1,7.0,2.7,3.97,1.0,1,8,8,0
803,6.0,7.2,0.6,2.11,1.1,1,3,6,0
804,3.1,4.2,2.4,3.41,0.2,3,7,5,0
805,7.6,6.0,2.0,3.82,1.5,8,9,7,0
806,6.0,5.3,2.7,3.2,1.4,8,2,4,0
807,3.5,5.3,2.7,3.7,0.5,3,7,2,0
808,1.3,7.5,1.4,3.85,1.6,10,8,7,0
809,2.8,7.0,2.9,3.91,1.1,9,9,1,0
810,3.9,4.8,0.8,3.32,0.3,5,2,5,0
811,3.9,4.8,2.8,3.98,1.9,7,5,3,0
812,7.4,8.9,2.4,2.29,1.1,10,4,8,0
813,5.4,7.4,1.7,2.88,0.6,6,10,9,0
814,6.6,6.8,0.8,2.64,1.5,5,4,6,0
815,5.9,7.4,1.7,2.5,0.7,6,7,1,0
816,3.3,5.2,1.8,2.1,1.2,2,3,9,0
817,2.8,7.7,1.0,3.73,0.5,6,10,1,0
818,7.3,8.8,2.5,2.12,0.5,10,10,1,0
819,2.8,6.9,2.3,3.11,0.1,7,1,9,0
820,7.2,7.7,1.2,3.7,0.1,6,3,9,0
821,7.1,6.3,0.8,3.66,0.5,3,7,7,0
822,4.3,4.4,0.9,2.35,1.5,3,1,7,0
823,1.6,4.4,1.4,2.03,1.1,2,9,5,0
824,1.4,8.0,2.5,3.54,1.8,4,8,3,0
825,3.2,6.8,2.3,3.16,1.8,4,8,5,0
826,1.5,8.0,0.5,3.01,0.4,10,2,3,0
827,7.5,5.1,2.6,3.82,0.7,7,3,8,0
828,3.5,4.6,0.7,2.74,1.0,2,7,8,0
829,4.4,8.2,2.7,3.13,0.3,3,1,2,0
830,4.6,5.1,2.5,2.13,1.0,2,5,6,0
831,5.9,6.6,2.6,3.58,1.6,7,7,10,0
832,7.8,4.7,1.1,3.53,2.0,9,3,8,0
833,4.8,7.3,1.9,2.76,0.9,2,10,1,0
834,7.4,4.6,1.0,2.23,1.1,2,4,5,0
835,2.7,7.9,1.2,2.75,1.9,5,8,3,0
836,5.3,6.4,1.1,3.32,1.9,8,5,10,0
837,3.6,4.4,2.4,2.53,0.7,1,7,5,0
838,2.5,5.7,2.1,3.33,0.6,8,4,6,0
839,4.5,7.0,1.5,3.16,1.7,4,7,10,0
840,1.9,5.1,2.9,2.62,1.0,4,3,2,0
841,3.8,7.7,0.7,3.45,1.0,2,8,9,0
842,3.9,4.0,1.8,2.19,1.4,1,2,5,0
843,1.1,8.7,2.1,3.01,0.7,1,1,3,0
844,3.9,8.7,1.1,2.82,0.3,5,10,6,0
845,8.0,8.1,2.5,2.7,1.7,4,5,7,0
846,1.2,8.5,2.3,3.91,1.8,1,8,1,0
847,2.2,6.1,0.9,3.81,0.1,2,7,3,0
848,4.2,6.8,1.4,2.01,1.0,6,6,4,0
849,6.0,5.6,1.1,2.43,1.7,1,3,3,0
850,5.4,4.9,0.6,3.17,0.0,5,6,10,0
851,2.7,7.6,2.5,2.37,1.9,1,8,7,0
852,1.9,6.2,0.9,2.47,1.4,5,6,7,0
853,1.5,6.8,0.8,3.14,0.0,4,5,8,0
854,2.6,4.8,0.7,2.52,1.8,9,6,6,0
855,1.2,7.3,1.0,2.36,1.1,5,3,6,0
856,1.8,7.8,2.0,2.67,0.8,4,6,3,0
857,4.8,7.5,1.0,2.68,1.5,9,4,6,0
858,2.1,5.6,2.4,3.56,1.0,9,3,4,0
859,4.4,6.0,0.5,3.33,0.7,1,6,10,0
860,2.8,4.3,3.0,2.14,1.9,9,3,7,0
861,3.5,4.5,2.7,2.47,1.4,1,5,10,0
862,6.8,6.6,2.1,3.43,1.7,10,10,8,0
863,7.0,5.2,1.4,3.27,1.7,5,7,8,0
864,7.5,8.1,2.8,2.58,0.5,2,2,3,0
865,2.5,4.4,2.0,3.29,0.7,4,6,5,0
866,6.5,5.4,2.1,3.44,1.8,7,3,6,0
867,7.7,4.4,2.0,3.09,1.0,8,7,8,1
868,3.2,7.8,0.7,3.46,1.3,5,10,6,0
869,5.3,4.3,1.5,2.54,0.3,7,7,10,1
870,5.0,5.2,0.5,3.55,0.4,10,6,8,0
871,6.1,7.1,2.3,3.22,0.5,4,3,7,0
872,4.2,7.3,2.6,3.2,0.2,7,1,3,0
873,4.7,8.2,2.3,3.35,0.6,6,2,5,0
874,1.6,5.8,0.6,3.63,1.1,6,9,7,0
875,1.7,6.5,2.7,2.06,0.1,9,5,9,0
876,4.6,4.1,1.4,2.28,0.4,4,10,10,0
877,2.5,6.8,2.8,2.77,0.5,2,6,10,0
878,4.2,6.3,1.2,3.72,1.9,5,3,7,0
879,1.2,4.8,1.7,2.16,0.6,10,10,10,0
880,2.7,7.2,2.9,3.27,0.8,5,2,9,0
881,1.5,5.2,0.8,2.16,0.9,10,6,8,0
882,3.2,5.6,0.7,3.1,1.5,6,3,1,0
883,7.3,7.4,1.5,2.84,1.0,9,8,5,0
884,2.0,8.2,1.0,3.15,0.9,9,7,10,0
885,2.5,7.1,1.9,2.35,1.1,4,4,8,0
886,7.7,4.7,2.9,2.17,1.2,5,7,6,0
887,3.9,7.9,2.1,3.52,0.6,3,2,4,0
888,3.5,6.1,2.7,3.83,0.1,4,5,10,0
889,4.9,6.4,2.5,2.64,1.9,6,2,10,0
890,3.4,5.8,3.0,3.32,0.6,1,4,4,0
891,2.5,4.6,2.2,2.05,0.7,9,5,10,0
892,4.8,5.4,0.9,2.06,1.9,8,3,2,0
893,7.4,6.1,1.1,2.15,1.6,4,4,1,0
894,2.1,4.8,1.3,2.29,1.8,6,9,2,0
895,2.1,6.8,2.2,2.33,1.0,7,6,7,0
896,1.8,4.9,2.3,2.67,1.4,3,8,6,0
897,6.8,5.4,0.9,2.64,0.3,9,1,8,0
898,7.9,4.1,2.8,3.25,1.4,4,2,4,0
899,7.6,6.0,2.9,2.72,1.8,1,9,6,0
900,6.1,5.8,1.8,3.59,0.2,2,5,4,0
901,1.4,5.7,1.8,2.0,1.4,4,8,7,0
902,6.3,5.7,1.4,2.03,1.1,4,6,1,0
903,1.3,5.7,1.1,3.74,1.3,9,5,10,0
904,5.1,5.1,2.9,3.99,0.6,4,2,9,0
905,4.0,8.2,1.4,3.63,1.3,5,3,10,0
906,7.6,7.3,1.9,3.05,1.1,10,8,1,0
907,3.8,7.4,2.6,2.25,0.5,7,4,8,0
908,5.2,4.7,2.4,2.77,1.3,9,6,9,0
909,5.0,8.6,0.7,2.99,1.5,3,8,3,0
910,7.4,8.3,1.4,3.64,0.4,6,9,6,0
911,6.1,6.8,0.8,2.61,0.9,10,10,4,0
912,7.4,6.7,2.0,2.42,1.5,10,1,1,0
913,3.5,4.4,1.5,2.7,0.8,2,10,8,0
914,5.1,6.3,1.6,2.7,0.1,7,2,7,0
915,4.8,6.0,2.1,2.39,1.8,5,8,7,0
916,7.5,7.6,2.8,3.1,0.7,3,1,2,0
917,4.7,8.7,2.0,3.23,1.7,4,10,3,0
918,3.3,8.5,1.2,3.29,0.5,6,2,9,0
919,6.9,5.8,0.6,3.65,0.5,10,8,10,1
920,5.4,4.2,1.5,2.72,0.4,1,6,5,0
921,5.2,7.7,2.7,2.84,0.8,2,5,5,0
922,3.3,6.5,1.3,2.44,0.3,7,6,7,0
923,7.3,7.6,1.9,2.31,0.8,8,7,5,0
924,7.6,4.9,0.6,2.56,0.8,4,1,9,0
925,1.7,7.0,0.8,3.39,0.9,7,7,10,0
926,1.5,5.6,2.9,2.57,0.6,5,8,4,0
